Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
ASUS VIVOBOOK PRO 14X OLED N7401ZE OLEDS713,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,14 Inch,Silver,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,22199000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED713,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,14 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16799000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED552,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Silver,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13999000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13999000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,14999000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED758,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,14 Inch,Blue,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13999000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED556,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,14 Inch,Silver,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,11999000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED555,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,14 Inch,Blue,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,11999000
ASUS VIVOBOOK 15 K513EQ,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i7,512GB,15 Inch,Grey,8GB,1,0,Windows 10 Home,Asus,Non Touchscreen,10599000
ASUS VIVOBOOK 15 K513EQ,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 10 Home,Asus,Non Touchscreen,10999000
ASUS VIVOBOOK 15 K513EQ,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,1,0,Windows 10 Home,Asus,Non Touchscreen,11699000
ASUS TUF FX506HC I535B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,12199000
ASUS TUF FX506HC I535B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,15 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,12999000
ASUS TUF FX506HC I535B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,12899000
ASUS TUF FX506HC I535B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,15 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13499000
ASUS TUF F15 FX507ZV4 I746K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,22999000
ASUS TUF F15 FX507ZV4 I746K6G-O,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,23599000
ASUS TUF F15 FX507ZU4 I745K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,21999000
ASUS TUF F15 FX507ZU4 I745K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,22699000
ASUS TUF F15 FX507ZM I736B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18999000
ASUS TUF F15 FX507ZM I736B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,19599000
ASUS TUF F15 FX507ZE I7R5B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17499000
ASUS TUF F15 FX507ZE I7R5B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18199000
ASUS TUF F15 FX507ZC I735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16499000
ASUS TUF F15 FX507ZC I735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16999000
ASUS TUF F15 FX507ZC I735B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15999000
ASUS TUF F15 FX507ZC I735B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16599000
ASUS TUF F15 FX507VV4 I946K6G-O,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,15 Inch,Grey,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,25199000
ASUS TUF F15 FX507VV4 I946K6G-O,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,15 Inch,Grey,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,25699000
ASUS TUF F15 FX507VU4 I945K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i9,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,22999000
ASUS TUF F15 FX507VU4 I945K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,23699000
ASUS TUF F15 FX506LHB I565B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,10199000
ASUS TUF F15 FX506LHB I565B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,10499000
ASUS TUF F15 FX506HM I936B7GO i9 11900H,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Grey,16GB,0,1,Windows 10 Home,Asus,Non Touchscreen,25499000
ASUS TUF F15 FX506HM I736B7TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17599000
ASUS TUF F15 FX506HM I736B7TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18299000
ASUS TUF F15 FX506HEB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,512GB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,12599000
ASUS TUF F15 FX506HEB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,13099000
ASUS TUF F15 FX506HEB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,11899000
ASUS TUF F15 FX506HEB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,12399000
ASUS TUF F15 FX506HE I7R5B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16799000
ASUS TUF F15 FX506HE I7R5B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17499000
ASUS TUF F15 FX506HCB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,0,0,Windows 10 Home,Asus,Non Touchscreen,10999000
ASUS TUF F15 FX506HCB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11499000
ASUS TUF F15 FX506HCB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11399000
ASUS TUF F15 FX506HCB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11899000
ASUS TUF F15 FX506HCB I735B7T,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,15499000
ASUS TUF F15 FX506HCB I735B7T,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,15999000
ASUS TUF F15 FX506HCB I735B7T,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,16699000
ASUS TUF F15 FX506HC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11499000
ASUS TUF F15 FX506HC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,11199000
ASUS TUF F15 FX506HC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11999000
ASUS TUF F15 FX506HC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,11999000
ASUS TUF F15 FX506HC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,12399000
ASUS TUF F15 FX506HC I735B9TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15799000
ASUS TUF F15 FA506HM,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,16499000
ASUS TUF F15 FA506HM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,15599000
ASUS TUF F15 FA506HM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Grey,32GB,0,0,Windows 10 Home,Asus,Non Touchscreen,17199000
ASUS TUF F15 FA506HM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,32GB,0,0,Windows 10 Home,Asus,Non Touchscreen,16299000
ASUS TUF F15 FA506HM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Grey,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,16499000
ASUS TUF F15 FA506HEB,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,15499000
ASUS TUF DASH F15 FX517ZR,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,Asus,Non Touchscreen,22499000
ASUS TUF DASH F15 FX517ZM I736B7WO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,White,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18399000
ASUS TUF DASH F15 FX517ZM I736B7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,18499000
ASUS TUF DASH F15 FX517ZE I7R5B7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17999000
ASUS TUF DASH F15 FX517ZE I7R5B7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16999000
ASUS TUF DASH F15 FX517ZC I735B8TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,White,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15999000
ASUS TUF DASH F15 FX517ZC I535B6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15999000
ASUS TUF DASH F15 FX517ZC I535B6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,14599000
ASUS TUF DASH F15 FX517ZC I535B6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,15099000
ASUS TUF DASH F15 FX517ZC I535B6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Non Touchscreen,15699000
ASUS TUF DASH F15 FX516PE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,2TB,16 Inch,Grey,40GB,1,0,Windows 10 Home,Asus,Non Touchscreen,15399000
ASUS TUF DASH F15 FX516PE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,40GB,1,0,Windows 10 Home,Asus,Non Touchscreen,14599000
ASUS TUF DASH F15 FX516PE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,24GB,1,0,Windows 10 Home,Asus,Non Touchscreen,13999000
ASUS TUF DASH F15 FX516PE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,1,0,Windows 10 Home,Asus,Non Touchscreen,13599000
ASUS TUF A16 FA617NS R7X2J6SO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RX7600S,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,19899000
ASUS TUF A16 FA617NS R7X2J6SO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RX7600S,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,20599000
ASUS TUF A15 FA507XV R946K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,24199000
ASUS TUF A15 FA507XI R947K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,25499000
ASUS TUF A15 FA507RM R736B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18499000
ASUS TUF A15 FA507RE R7R5B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16699000
ASUS TUF A15 FA507RE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,14199000
ASUS TUF A15 FA507RE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,14999000
ASUS TUF A15 FA507RE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,14999000
ASUS TUF A15 FA507RC R7R5B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15999000
ASUS TUF A15 FA507RC R7R5B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERPECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16499000
ASUS TUF A15 FA507RC R735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,14799000
ASUS TUF A15 FA506QM R936B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17899000
ASUS TUF A15 FA506QM R936B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18499000
ASUS TUF A15 FA506QM R736B7T011,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15099000
ASUS TUF A15 FA506QM R736B7T011,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,15599000
ASUS TUF A15 FA506IHRB R565B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,AMD Ryzen 5,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,10199000
ASUS TUF A15 FA506IHRB R565B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,AMD Ryzen 5,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,10599000
ASUS TUF A15 FA506IEB R7R5B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13099000
ASUS TUF A15 FA506IEB R7R5B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,13699000
ASUS TUF A15 FA506ICB R735B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,12099000
