Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
ASUS ROG G15 G513RM R736D6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,24999000
ASUS ROG G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,21299000
ASUS ROG G15 G513RC R735BG6G,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18799000
ASUS ROG G15 G513RC R735BG6G,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,19799000
ASUS ROG G15 G513RC R735BG6G,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18699000
ASUS ROG G15 G513RC R735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,17899000
ASUS ROG G15 G513RC R735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18499000
ASUS ROG G15 G513QY R9X8G6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,27999000
ASUS ROG G15 G513IC R735B7GO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,16999000
ASUS ROG FLOW Z13 GZ301ZE I9R5E6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX3050TI,SSD,Intel Core i9,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,29299000
ASUS ROG FLOW Z13 GZ301ZE I9R5A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX3050TI,SSD,Intel Core i9,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,27699000
ASUS ROG FLOW Z13 GZ301ZC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,13 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Touchscreen,20999000
ASUS ROG FLOW Z13 GZ301ZC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,13 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Touchscreen,21499000
ASUS ROG FLOW Z13 GZ301ZC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,13 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Touchscreen,21999000
ASUS ROG FLOW Z13 GZ301ZC I735A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,25399000
ASUS ROG FLOW Z13 GZ301ZC I735A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,26399000
ASUS ROG FLOW Z13 GZ301ZC I735A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX3050,SSD,Intel Core i7,512GB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,23399000
ASUS ROG FLOW Z13 GZ301ZC I735A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX3050,SSD,Intel Core i7,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,24299000
ASUS ROG FLOW Z13 GZ301ZA I5IRXA6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,Intel Iris XE,SSD,Intel Core i5,512GB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,18499000
ASUS ROG FLOW Z13 GZ301ZA I5IRXA6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i5,512GB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,20299000
ASUS ROG FLOW Z13 GZ301ZA I5IRXA6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,Intel Iris XE,SSD,Intel Core i5,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,20499000
ASUS ROG FLOW Z13 GZ301VV I946G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX4060,SSD,Intel Core i9,1TB,13 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Touchscreen,34999000
ASUS ROG FLOW Z13 GZ301VF I925G6T-O,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART) + 1 YEAR VIP PERFECT,NVIDIA RTX4050,SSD,Intel Core i9,1TB,13 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,28599000
ASUS ROG FLOW X16 GV601RM R936G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,35999000
ASUS ROG FLOW X16 GV601RM R736G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,30499000
ASUS ROG FLOW X16 GV601RE R7R5G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Touchscreen,24099000
ASUS ROG FLOW X13 GV302XV R946G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,32999000
ASUS ROG FLOW X13 GV301RE R7R5A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,26100000
ASUS ROG FLOW X13 GV301RE R7R5A6TO,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,27999000
ASUS ROG FLOW X13 GV301RE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,20799000
ASUS ROG FLOW X13 GV301RE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,0,Windows 11 Home,Asus,Touchscreen,19999000
ASUS ROG FLOW X13 GV301RC R935A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,25600000
ASUS ROG FLOW X13 GV301RC R735A6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,23700000
ASUS ROG FLOW X13 GV301RC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,0,Windows 11 Pro,Asus,Touchscreen,24999000
ASUS ROG FLOW X13 GV301RC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,13 Inch,Black,16GB,1,0,Windows 11 Home,Asus,Touchscreen,17299000
ASUS ROG FLOW X13 GV301RA R7RADA6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),AMD Radeon,SSD,AMD Ryzen 7,512GB,13 Inch,Black,16GB,1,1,Windows 11 Home,Asus,Touchscreen,19399000
ASUS ROG FLOW X13 GV301QH,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,AMD Ryzen 9,1TB,13 Inch,Black,16GB,1,0,Windows 10 Pro,Asus,Touchscreen,23999000
ASUS ROG FLOW X13 GV301QH,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,AMD Ryzen 9,1TB,13 Inch,Black,32GB,1,0,Windows 10 Pro,Asus,Touchscreen,17799000
ALIENWARE M15 R7,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,0,Windows 10 Home,Dell,Non Touchscreen,30599000
ALIENWARE M15 R6,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Dell,Non Touchscreen,25499000
ALIENWARE M15 R5,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,2TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Dell,Non Touchscreen,25699000
ALIENWARE M15 R5,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Dell,Non Touchscreen,24399000
ALIENWARE M15 R5,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,2TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Dell,Non Touchscreen,24799000
ACER PREDATOR HELIOS 300 PH315 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,2TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,35499000
ACER PREDATOR HELIOS 300 PH315 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,33999000
ACER PREDATOR HELIOS 300 PH315 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,32699000
ACER PREDATOR HELIOS 18 PH18 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,18 Inch,Black,32GB,0,1,Windows 11 Home,Acer,Non Touchscreen,57699000
ACER PREDATOR HELIOS 16 PH16 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,16 Inch,Black,32GB,0,1,Windows 11 Home,Acer,Non Touchscreen,55499000
ACER PREDATOR HELIOS 16 PH16 55,5 kg,40 × 20 × 10 cm,ACER 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,37799000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,32GB,0,1,Windows 11 Home,Acer,Non Touchscreen,22999000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,20999000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,21699000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,15699000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,16299000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,16999000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,16199000
ACER NITRO 5 AN515 58,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,16799000
ACER NITRO 5 AN515 57,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,13399000
ACER NITRO 5 AN515 57,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Acer,Non Touchscreen,13499000
ACER NITRO 5 AN515 57,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,13899000
ACER NITRO 5 AN515 57,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,13999000
ACER NITRO 5 AN515 57,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,14499000
ACER NITRO 5 AN515 46,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,15599000
ACER NITRO 5 AN515 46,5 kg,40 × 20 × 10 cm,ACER 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Acer,Non Touchscreen,19499000
ACER ASPIRE 5 SLIM A514 57G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,512GB,16 Inch,Gold,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,11999000
ACER ASPIRE 5 SLIM A514 57G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,11999000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i7,512GB,14 Inch,Red,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,13199000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,13199000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i7,512GB,14 Inch,Gold,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,13199000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i7,512GB,14 Inch,Blue,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,13199000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Red,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,10999000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,10999000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Gold,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,10999000
ACER ASPIRE 5 SLIM A514 55G,5 kg,40 × 20 × 10 cm,ACER 1 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Blue,8GB,1,1,Windows 11 Home,Acer,Non Touchscreen,10999000
